Country,Lat,Long,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Micronesia,7.425554,150.550812,FM,0.0,0.0,110.0,110.0,110.0,120.0,120.0,120.0,130.0,130.0,130.0,150.0,140.000000596046,159.999996423721,159.999996423721,159.999996423721,140.000000596046,140.000000596046,119.999997317791,129.999995231628,109.999999403954,119.999997317791,129.999995231628,140.000000596046,140.000000596046,150.000005960464,170.000001788139,180.000007152557,170.000001788139,180.000007152557
Gabon,-0.803689,11.609444,GA,4100.0,4560.0,4530.0,4650.0,4620.0,5210.0,5810.0,5560.0,6390.0,6030.0,6080.0,6230.0,5960.00003814697,6440.00005722046,6090.00015258789,6059.99994277954,5440.00005722046,4940.00005722046,5269.99998092651,5199.99980926514,5760.00022888184,5780.00020980835,5599.99990463257,5789.99996185303,5960.00003814697,6119.99988555908,6420.00007629395,5329.99992370605,5119.99988555908,5250.0
United Kingdom,55.378051,-3.435973,GB,561770.0,570680.0,557890.0,541380.0,535180.0,526810.0,545480.0,524190.0,526000.0,522750.0,530890.0,545260.0,530789.978027344,543039.978027344,543080.017089844,540919.982910156,542059.997558594,530500.0,515340.026855469,466489.990234375,482440.002441406,445589.996337891,467779.998779297,453760.009765625,415600.006103516,401079.986572266,380809.997558594,367000.0,360730.010986328,348920.013427734
Georgia,42.315407,43.356892,GE,33490.0,25510.0,20070.0,16090.0,10440.0,8180.0,6360.0,5520.0,4990.0,4520.0,4770.0,3520.0,2960.00003814697,3160.00008583069,3369.99988555908,4239.99977111816,4699.99980926514,5630.00011444092,4840.00015258789,5619.99988555908,5320.00017166138,6519.99998092651,7190.00005722046,7840.00015258789,8470.00026702881,9199.99980926514,9649.99961853027,9729.99954223633,9569.99969482422,10109.9996566772
Ghana,7.946527,-1.023194,GH,2790.0,2560.0,3080.0,3190.0,3460.0,3710.0,4090.0,4300.0,6100.0,6580.0,5740.0,6210.0,7429.99982833862,7139.9998664856,6679.99982833862,7039.99996185303,8510.00022888184,9119.99988555908,8659.99984741211,10010.0002288818,11189.9995803833,11750.0,14609.9996566772,15630.0001144409,15090.0001525879,15779.9997329712,16069.9996948242,17010.0002288818,18680.0003051758,20040.0009155273
Gibraltar,36.137741,-5.345374,GI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea,9.945587,-9.696645,GN,1000.0,1020.0,1050.0,1080.0,1120.0,1160.0,1230.0,1290.0,1360.0,1430.0,1490.0,1570.0,1629.99999523163,1700.00004768372,1769.99998092651,1830.00004291534,1899.99997615814,1980.00001907349,2009.99999046326,2119.99988555908,2500.0,2619.99988555908,2480.00001907349,2180.0000667572,2240.00000953674,2539.99996185303,2819.9999332428,3339.99991416931,3750.0,3950.00004768372
Gambia,13.443182,-15.310139,GM,190.0,200.0,200.0,210.0,210.0,220.0,220.0,230.0,240.0,260.0,240.0,310.0,300.000011920929,300.000011920929,319.999992847443,330.000013113022,360.000014305115,409.999996423721,430.000007152557,490.000009536743,439.999997615814,449.999988079071,460.00000834465,439.999997615814,519.999980926514,529.999971389771,529.999971389771,540.000021457672,550.000011920929,579.999983310699
Guinea-Bissau,11.803749,-15.180413,GW,170.0,170.0,180.0,180.0,180.0,180.0,180.0,200.0,170.0,190.0,150.0,150.0,150.000005960464,189.999997615814,200.000002980232,209.999993443489,219.999998807907,230.000004172325,219.999998807907,230.000004172325,239.999994635582,239.999994635582,250.0,250.0,270.000010728836,280.000001192093,310.000002384186,310.000002384186,319.999992847443,330.000013113022
Equatorial Guinea,1.650801,10.267895,GQ,60.0,70.0,900.0,960.0,1030.0,1100.0,1190.0,1650.0,1970.0,3230.0,2220.0,3400.0,4630.00011444092,5010.00022888184,6199.99980926514,8319.99969482422,9369.99988555908,8539.99996185303,9779.99973297119,9710.00003814697,9949.99980926514,9989.99977111816,9819.99969482422,9180.00030517578,7909.99984741211,6570.00017166138,6659.99984741211,5800.00019073486,6429.99982833862,5349.99990463257
Greece,39.074208,21.824312,GR,75620.0,75820.0,78180.0,78090.0,79730.0,82830.0,82750.0,83760.0,87130.0,87400.0,94460.0,96610.0,96599.9984741211,100220.001220703,99839.9963378906,101949.996948242,100699.996948242,104309.997558594,100410.003662109,94739.9978637695,87580.0018310547,84550.0030517578,80089.9963378906,72480.0033569336,69550.0030517578,68010.0021362305,66849.9984741211,66800.0030517578,65019.9966430664,60000.0
Grenada,12.262776,-61.604171,GD,110.0,120.0,170.0,150.0,160.0,170.0,190.0,200.0,220.0,220.0,210.0,230.0,239.999994635582,250.0,230.000004172325,250.0,259.999990463257,280.000001192093,289.99999165535,810.000002384186,289.99999165535,310.000002384186,409.999996423721,319.999992847443,250.0,270.000010728836,280.000001192093,289.99999165535,319.999992847443,330.000013113022
Greenland,71.706936,-42.604303,GL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,15.783471,-90.230759,GT,3930.0,4030.0,4830.0,5110.0,5430.0,6350.0,6190.0,6550.0,8290.0,8200.0,9420.0,9810.0,10470.0002670288,10539.999961853,10750.0,11529.9997329712,11520.0004577637,12409.9998474121,11239.9997711182,11850.0003814697,11439.9995803833,11739.9997711182,12149.9996185303,13000.0,13949.9998092651,16340.0001525879,17489.9997711182,16569.9996948242,18319.9996948242,19309.9994659424
Guam,13.444304,144.793731,GU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guyana,4.860416,-58.93018,GY,1170.0,1140.0,1080.0,1090.0,1410.0,1530.0,1580.0,1720.0,1750.0,1740.0,1660.0,1640.0,1620.00000476837,1620.00000476837,1669.99995708466,1480.00001907349,1330.00004291534,1610.00001430511,1600.00002384186,1629.99999523163,1759.99999046326,1830.00004291534,2000.0,1980.00001907349,2059.99994277954,2079.99992370605,2480.00001907349,2470.00002861023,2589.99991416931,2849.99990463257
Hong Kong,22.396428,114.109497,HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,15.199999,-86.241905,HN,2450.0,2450.0,2730.0,2900.0,3250.0,3870.0,3900.0,4040.0,4680.0,4750.0,4990.0,5800.0,6090.00015258789,6730.00001907349,7559.99994277954,6969.99979019165,7969.99979019165,8539.99996185303,8590.00015258789,8069.99969482422,8180.00030517578,8810.0004196167,9239.99977111816,9369.99988555908,9460.00003814697,9930.00030517578,9470.00026702881,9260.00022888184,10050.0001907349,10220.0002670288
Croatia,45.1,15.2,HR,20340.0,14740.0,15040.0,15540.0,14870.0,15460.0,15260.0,17070.0,18530.0,18520.0,18040.0,19200.0,20280.0006866455,21610.0006103516,21100.0003814697,21450.0007629395,21610.0006103516,22879.9991607666,21729.9995422363,20309.9994659424,19459.9990844727,19030.0006866455,17409.9998474121,17010.0002288818,16239.9997711182,16600.0003814697,16879.9991607666,17409.9998474121,16430.0003051758,16520.0004577637
Haiti,18.971187,-72.285215,HT,1020.0,1000.0,900.0,690.0,190.0,900.0,1060.0,1270.0,1310.0,1380.0,1470.0,1600.0,1830.00004291534,1809.99994277954,1669.99995708466,1700.00004768372,1720.00002861023,2049.99995231628,2029.99997138977,1990.00000953674,2460.00003814697,2700.00004768372,2420.00007629395,2650.00009536743,3019.99998092651,3279.99997138977,3359.99989509583,3329.99992370605,3289.99996185303,3319.9999332428
Hungary,47.162494,19.503304,HU,67420.0,64550.0,58000.0,58380.0,57780.0,57430.0,58450.0,56990.0,57350.0,57910.0,54630.0,56280.0,55599.9984741211,58189.998626709,56349.9984741211,55919.9981689453,55459.9990844727,53849.9984741211,53009.9983215332,47840.0001525879,47880.0010681152,46909.9998474121,43430.0003051758,40759.9983215332,40630.0010681152,43380.0010681152,44250.0,46439.998626709,46400.0015258789,46380.0010681152
Indonesia,-0.789275,113.921327,ID,148530.0,162400.0,171510.0,185090.0,199180.0,223680.0,236720.0,261160.0,262700.0,279480.0,280650.0,302060.0,305640.014648438,333890.014648438,341239.990234375,342149.993896484,364470.001220703,379959.991455078,376140.014648438,391079.986572266,415519.989013672,475309.997558594,481510.009765625,447940.002441406,483910.003662109,488549.987792969,482510.009765625,517320.007324219,576989.990234375,619840.026855469
Isle of Man,54.236107,-4.548056,IM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,20.593684,78.96288,IN,563580.0,607230.0,626290.0,651350.0,685900.0,737860.0,774070.0,819270.0,836270.0,901330.0,937860.0,953540.0,985450.012207031,1011770.01953125,1085670.04394531,1136469.97070313,1215209.9609375,1336739.99023438,1424380.00488281,1564880.00488281,1659979.98046875,1756739.99023438,1909439.94140625,1972430.05371094,2147110.10742188,2158020.01953125,2195250.0,2320409.91210938,2451929.93164063,2456300.04882813
Ireland,53.41291,-8.24389,IE,30960.0,31470.0,31510.0,31650.0,32820.0,33450.0,34820.0,35970.0,38420.0,39970.0,42530.0,44820.0,43930.0003051758,44090.0001525879,44689.998626709,46650.0015258789,47259.9983215332,46360.0006103516,45779.9987792969,40560.001373291,40189.998626709,36680.0003051758,37130.0010681152,35709.9990844727,35529.9987792969,37060.001373291,38819.9996948242,37779.9987792969,37659.9998474121,35750.0
Iran,32.427908,53.688046,IR,198470.0,219100.0,233650.0,236730.0,266690.0,271520.0,279810.0,292400.0,290990.0,323360.0,340450.0,354070.0,369869.995117188,389769.989013672,417660.003662109,450790.008544922,484179.992675781,514140.014648438,523049.987792969,542289.978027344,541169.982910156,552049.987792969,559119.995117188,583700.012207031,605349.975585938,599179.992675781,607210.021972656,626419.982910156,637429.992675781,630010.009765625
Iraq,33.223191,43.679291,IQ,64210.0,45550.0,67340.0,89560.0,102120.0,100070.0,98880.0,118910.0,91780.0,72710.0,87630.0,97550.0,91160.0036621094,81279.9987792969,88110.0006103516,85129.997253418,82959.9990844727,76650.0015258789,88139.9993896484,94199.9969482422,108550.003051758,113040.000915527,129000.0,139100.006103516,134039.993286133,133169.998168945,142229.995727539,155080.001831055,163149.993896484,174559.997558594
Iceland,64.963051,-19.020835,IS,1950.0,1910.0,1940.0,1980.0,2090.0,2000.0,2270.0,2150.0,2150.0,2120.0,2230.0,2160.0,2240.00000953674,2230.00001907349,2319.9999332428,2289.99996185303,2329.99992370605,2380.00011444092,2180.0000667572,2109.99989509583,1960.00003814697,1889.99998569489,1860.00001430511,2029.99997138977,2049.99995231628,2059.99994277954,1629.99999523163,1669.99995708466,1700.00004768372,1639.99998569489
Israel,31.046051,34.851612,IL,33810.0,34520.0,36860.0,40500.0,43360.0,46780.0,48730.0,50970.0,51500.0,52980.0,57000.0,57950.0,61080.0018310547,62930.0003051758,63159.9998474121,61009.9983215332,64330.0018310547,66599.9984741211,66709.9990844727,65730.0033569336,70519.9966430664,69819.9996948242,76059.9975585938,67000.0,64720.0012207031,66139.9993896484,64980.0033569336,65610.0006103516,61080.0018310547,62650.0015258789
Italy,41.87194,12.56738,IT,405260.0,404070.0,402270.0,396930.0,392290.0,416420.0,412150.0,415520.0,426370.0,433010.0,436300.0,436570.0,443470.001220703,462200.012207031,472399.993896484,473829.986572266,466649.993896484,459369.995117188,444980.010986328,397059.997558594,405269.989013672,396690.002441406,376750.0,346459.991455078,327500.0,337859.985351563,333339.996337891,329190.002441406,324880.004882813,317239.990234375
Jamaica,18.109581,-77.297508,JM,7470.0,7410.0,8150.0,8320.0,8380.0,8680.0,9040.0,9200.0,9720.0,9980.0,10060.0,10080.0,10250.0,10590.0001525879,10569.9996948242,10560.0004196167,12060.0004196167,12020.0004577637,9619.99988555908,7880.00011444092,7480.00001907349,7530.00020980835,6960.00003814697,7400.00009536743,7190.00005722046,7090.00015258789,7570.00017166138,7219.99979019165,8609.99965667725,8390.00034332275
Jordan,30.585164,36.238414,JO,9930.0,9780.0,11930.0,12200.0,12990.0,13600.0,13870.0,14370.0,14620.0,14630.0,16270.0,16250.0,16870.0008392334,17309.9994659424,18579.9999237061,19870.0008392334,20170.0000762939,21090.0001525879,20010.0002288818,20659.9998474121,20200.0007629395,20760.0002288818,24120.0008392334,23799.9992370605,25549.9992370605,25309.9994659424,24819.9996948242,26149.9996185303,24780.0006866455,24629.9991607666
Japan,36.204824,138.252924,JP,1090530.0,1103980.0,1115060.0,1107610.0,1160780.0,1171010.0,1184670.0,1172630.0,1130310.0,1165320.0,1182610.0,1170380.0,1206599.97558594,1214949.95117188,1209849.97558594,1212819.94628906,1189520.01953125,1225069.94628906,1158219.97070313,1100979.98046875,1156479.98046875,1213520.01953125,1253609.98535156,1262780.02929688,1217119.99511719,1179439.94140625,1167790.0390625,1155229.98046875,1116150.02441406,1081569.94628906
Kazakhstan,48.019573,66.923684,KZ,237250.0,246370.0,253840.0,219240.0,199170.0,175240.0,153390.0,132240.0,135840.0,122650.0,120150.0,117440.0,131059.997558594,146139.999389648,158029.998779297,169210.006713867,185300.003051758,198389.999389648,242029.998779297,213610.000610352,229699.996948242,245449.996948242,244600.006103516,260010.009765625,209229.995727539,190729.995727539,202149.993896484,214580.001831055,216600.006103516,212110.000610352
Kenya,-0.023559,37.906193,KE,6140.0,5890.0,5950.0,5860.0,5870.0,6370.0,6970.0,6640.0,7160.0,7490.0,8320.0,7610.0,7420.00007629395,6530.00020980835,7440.00005722046,8319.99969482422,9300.00019073486,9369.99988555908,9909.99984741211,11710.000038147,12640.0003433228,13029.9997329712,12149.9996185303,14100.0003814697,15149.9996185303,17209.9990844727,19110.0006103516,18979.9995422363,17489.9997711182,22280.0006866455
Kyrgyzstan,41.20438,74.766098,KG,22760.0,20420.0,13800.0,10110.0,6550.0,4600.0,5770.0,5690.0,6040.0,4790.0,4670.0,3970.0,4969.99979019165,5590.00015258789,5559.99994277954,5300.00019073486,5320.00017166138,6469.99979019165,7510.00022888184,6760.00022888184,6349.99990463257,7619.99988555908,10060.0004196167,9380.00011444092,9710.00003814697,10270.0004577637,9699.99980926514,9430.00030517578,11250.0,10050.0001907349
Cambodia,12.565679,104.990963,KH,1260.0,1300.0,1350.0,1380.0,1480.0,1470.0,1530.0,1640.0,1880.0,1910.0,1960.0,2150.0,2210.00003814697,2380.00011444092,2380.00011444092,2660.00008583069,2960.00003814697,3660.00008583069,4059.99994277954,4750.0,5139.9998664856,5360.0001335144,5670.00007629395,5739.99977111816,6949.99980926514,8430.00030517578,11069.9996948242,12689.9995803833,14579.9999237061,16180.0003051758
Kiribati,-3.370417,-168.734039,KI,20.0,20.0,20.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,39.9999991059303,39.9999991059303,50.0000007450581,70.0000002980232,70.0000002980232,59.9999986588955,59.9999986588955,59.9999986588955,50.0000007450581,50.0000007450581,59.9999986588955,59.9999986588955,59.9999986588955,59.9999986588955,70.0000002980232,90.0000035762787,90.0000035762787,90.0000035762787
Saint Kitts and Nevis,17.357822,-62.782998,KN,110.0,110.0,150.0,140.0,150.0,150.0,150.0,160.0,180.0,180.0,190.0,210.0,230.000004172325,230.000004172325,239.999994635582,219.999998807907,230.000004172325,250.0,250.0,699.999988079071,239.999994635582,280.000001192093,340.000003576279,230.000004172325,230.000004172325,239.999994635582,239.999994635582,239.999994635582,250.0,250.0
South Korea,35.907757,127.766922,KR,247680.0,274790.0,297050.0,327600.0,354280.0,385410.0,409990.0,431640.0,366570.0,401880.0,456660.0,471530.0,463000.0,465700.012207031,485910.003662109,481000.0,487850.006103516,503690.002441406,514919.982910156,526640.014648438,575219.970703125,598479.98046875,600320.007324219,599599.975585938,588090.026855469,607830.017089844,615880.004882813,626630.004882813,630640.014648438,610789.978027344
Kuwait,29.31166,47.481766,KW,29130.0,7820.0,23050.0,30740.0,36670.0,36250.0,35630.0,37300.0,42130.0,45740.0,49840.0,53190.0,55590.0001525879,58119.9989318848,61909.9998474121,69910.0036621094,72430.0003051758,70599.9984741211,75839.9963378906,77650.0015258789,80720.0012207031,83290.0009155273,85309.9975585938,87360.0006103516,85569.9996948242,89019.9966430664,91550.0030517578,90730.0033569336,91389.9993896484,92650.0015258789
Laos,19.85627,102.495496,LA,510.0,550.0,600.0,610.0,640.0,670.0,780.0,830.0,850.0,880.0,900.0,1000.0,1110.00001430511,1149.99997615814,1210.00003814697,1259.99999046326,1639.99998569489,1730.00001907349,2049.99995231628,2539.99996185303,2880.00011444092,3039.99996185303,3269.99998092651,4159.99984741211,4340.00015258789,8880.00011444092,15699.9998092651,19049.9992370605,19360.0006103516,18709.9990844727
Lebanon,33.854721,35.862285,LB,5620.0,7040.0,7020.0,10330.0,11270.0,13300.0,14120.0,16130.0,16260.0,17040.0,15670.0,16890.0,16840.0001525879,17409.9998474121,17879.9991607666,17280.0006866455,16229.9995422363,15039.999961853,18649.9996185303,21899.9996185303,20860.0006103516,21180.0003051758,23469.9993133545,23239.9997711182,25149.9996185303,27010.0002288818,27809.9994659424,29319.9996948242,27790.0009155273,27950.0007629395
Liberia,6.428055,-9.429499,LR,450.0,370.0,400.0,420.0,420.0,420.0,440.0,450.0,490.0,400.0,430.0,450.0,449.999988079071,479.999989271164,560.000002384186,670.000016689301,689.999997615814,639.999985694885,540.000021457672,540.000021457672,730.000019073486,850.000023841858,949.999988079071,920.000016689301,1220.00002861023,1259.99999046326,1409.9999666214,1279.99997138977,1129.99999523163,1179.99994754791
Libya,26.3351,17.228331,LY,28600.0,28820.0,26340.0,30580.0,38640.0,43480.0,45430.0,42200.0,41900.0,43220.0,44720.0,44450.0,45590.0001525879,48919.9981689453,48459.9990844727,52990.0016784668,52919.9981689453,49389.9993896484,53270.0004577637,56400.0015258789,59549.9992370605,41950.0007629395,57630.0010681152,58610.0006103516,58000.0,51330.0018310547,50950.0007629395,55159.9998474121,56619.9989318848,56799.9992370605
Saint Lucia,13.909444,-60.978893,LC,190.0,200.0,300.0,290.0,310.0,340.0,340.0,350.0,390.0,390.0,390.0,420.0,430.000007152557,449.999988079071,449.999988079071,439.999997615814,479.999989271164,479.999989271164,490.000009536743,1370.00000476837,529.999971389771,589.999973773956,750.0,509.999990463257,509.999990463257,500.0,509.999990463257,529.999971389771,529.999971389771,540.000021457672
Liechtenstein,47.166,9.555373,LI,200.0,210.0,210.0,220.0,200.0,200.0,210.0,220.0,230.0,230.0,220.0,210.0,219.999998807907,230.000004172325,230.000004172325,230.000004172325,230.000004172325,200.000002980232,219.999998807907,209.999993443489,189.999997615814,180.000007152557,189.999997615814,189.999997615814,159.999996423721,159.999996423721,150.000005960464,159.999996423721,140.000000596046,150.000005960464
Sri Lanka,7.873054,80.771797,LK,3840.0,3990.0,5250.0,5090.0,5770.0,5820.0,8360.0,8340.0,8610.0,9500.0,10930.0,10850.0,11390.0003433228,12409.9998474121,12869.9998855591,13979.9995422363,12399.9996185303,13590.0001525879,12810.0004196167,12289.999961853,13069.9996948242,15420.0000762939,16850.0003814697,14479.9995422363,17600.0003814697,20360.0006103516,21930.0003051758,23360.0006103516,21690.0005340576,23780.0006866455
Lesotho,-29.609988,28.233608,LS,340.0,350.0,350.0,360.0,360.0,370.0,370.0,380.0,390.0,390.0,390.0,400.0,409.999996423721,409.999996423721,430.000007152557,430.000007152557,430.000007152557,439.999997615814,460.00000834465,529.999971389771,550.000011920929,569.999992847443,620.000004768372,610.000014305115,610.000014305115,649.999976158142,689.999997615814,699.999988079071,730.000019073486,769.999980926514
Lithuania,55.169438,23.881275,LT,32220.0,34290.0,19980.0,15740.0,14810.0,13740.0,14230.0,13920.0,14710.0,12250.0,10510.0,11150.0,11220.0002670288,11229.9995422363,11909.9998474121,12829.9999237061,13020.0004577637,13210.000038147,13060.0004196167,11689.9995803833,12600.0003814697,11850.0003814697,11930.0003051758,11329.9999237061,10859.9996566772,11069.9996948242,11199.9998092651,11220.0002670288,11649.9996185303,11729.9995422363
Luxembourg,49.815273,6.129583,LU,11290.0,11750.0,11440.0,11650.0,10810.0,8660.0,8740.0,8240.0,7570.0,7920.0,8560.0,9120.0,9819.99969482422,10239.9997711182,11659.9998474121,11909.9998474121,11720.0002670288,11109.9996566772,11020.0004577637,10439.9995803833,11029.9997329712,10899.9996185303,10689.9995803833,10149.9996185303,9649.99961853027,9130.00011444092,8850.00038146973,9000.0,9319.99969482422,9489.99977111816
Latvia,56.879635,24.603189,LV,18780.0,17200.0,13970.0,11760.0,10220.0,9000.0,9010.0,8530.0,8130.0,7550.0,6930.0,7360.0,7349.99990463257,7590.00015258789,7619.99988555908,7710.00003814697,8199.99980926514,8529.99973297119,8109.99965667725,7360.0001335144,8520.00045776367,7900.00009536743,7570.00017166138,7449.99980926514,7280.00020980835,7320.00017166138,7150.00009536743,7119.99988555908,7789.99996185303,7570.00017166138
Macau,22.198745,113.543873,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,31.791702,-7.09262,MA,21500.0,23120.0,24880.0,25580.0,27710.0,28790.0,28480.0,29900.0,30630.0,32200.0,32880.0,36270.0,37470.0012207031,37250.0,40990.0016784668,43580.0018310547,45000.0,46349.9984741211,48630.0010681152,48750.0,51759.9983215332,55939.998626709,58080.0018310547,57590.0001525879,58689.998626709,60409.9998474121,60319.9996948242,63520.0004577637,64959.9990844727,71480.0033569336
Monaco,43.750298,7.412841,MC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,47.411631,28.369885,MD,30530.0,24600.0,20320.0,17410.0,14140.0,12140.0,10400.0,9580.0,8650.0,7350.0,6710.0,7020.0,7179.99982833862,7769.99998092651,7780.00020980835,8180.00030517578,7980.00001907349,8140.00034332275,8149.99961853027,7639.9998664856,8300.00019073486,8340.00015258789,8140.00034332275,7179.99982833862,7710.00003814697,8020.00045776367,8140.00034332275,8060.0004196167,8539.99996185303,8859.99965667725
Madagascar,-18.766947,46.869107,MG,890.0,950.0,960.0,1000.0,1210.0,1370.0,1310.0,1420.0,1630.0,1670.0,1650.0,1670.0,1120.00000476837,1549.99995231628,1649.99997615814,1710.00003814697,1639.99998569489,1720.00002861023,1779.99997138977,1690.00005722046,1870.00000476837,2190.00005722046,2740.00000953674,2930.0000667572,3009.99999046326,3279.99997138977,3180.0000667572,3470.00002861023,3349.99990463257,4119.99988555908
Maldives,3.202778,73.22068,MV,160.0,160.0,230.0,200.0,200.0,260.0,280.0,340.0,310.0,430.0,460.0,480.0,620.000004768372,529.999971389771,750.0,720.000028610229,870.000004768372,870.000004768372,870.000004768372,910.000026226044,959.999978542328,1009.99999046326,1139.99998569489,1129.99999523163,1370.00000476837,1370.00000476837,1759.99999046326,1860.00001430511,2099.99990463257,2109.99989509583
Mexico,23.634501,-102.552784,MX,269580.0,288000.0,291680.0,300670.0,326500.0,306840.0,322700.0,342480.0,365140.0,355180.0,379180.0,378830.0,386000.0,404690.002441406,414100.006103516,432190.002441406,448299.987792969,457119.995117188,459549.987792969,448369.995117188,462869.995117188,478399.993896484,486450.012207031,475739.990234375,462239.990234375,471630.004882813,473309.997558594,471579.986572266,452570.007324219,449269.989013672
Marshall Islands,7.131474,171.184478,MH,0.0,0.0,80.0,90.0,90.0,90.0,90.0,90.0,100.0,100.0,100.0,110.0,119.999997317791,109.999999403954,129.999995231628,140.000000596046,140.000000596046,140.000000596046,129.999995231628,140.000000596046,140.000000596046,140.000000596046,140.000000596046,140.000000596046,150.000005960464,150.000005960464,180.000007152557,180.000007152557,180.000007152557,180.000007152557
Macedonia [FYROM],41.608635,21.745275,MK,8590.0,8380.0,8540.0,8840.0,8550.0,8520.0,10060.0,8990.0,9840.0,9090.0,8760.0,8920.0,8369.99988555908,9140.00034332275,8840.00015258789,9229.99954223633,9220.00026702881,9699.99980926514,9479.99954223633,8869.99988555908,8640.00034332275,9520.00045776367,9050.00019073486,8140.00034332275,7699.99980926514,7409.99984741211,7300.00019073486,7789.99996185303,7300.00019073486,8300.00019073486
Mali,17.570692,-3.996166,ML,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,1410.0,1610.0,1399.99997615814,1399.99997615814,1480.00001907349,1649.99997615814,1889.99998569489,2069.9999332428,2079.99992370605,2509.99999046326,2779.99997138977,3119.99988555908,3109.99989509583,3220.00002861023,3380.00011444092,3650.00009536743,4670.00007629395,5179.99982833862,5469.99979019165,5829.99992370605
Malta,35.937496,14.375416,MT,2310.0,2210.0,2170.0,2810.0,2510.0,2380.0,2320.0,2470.0,2370.0,2410.0,2130.0,2490.0,2319.9999332428,2609.99989509583,2599.99990463257,2630.00011444092,2650.00009536743,2720.00002861023,2720.00002861023,2509.99999046326,2589.99991416931,2569.9999332428,2720.00002861023,2369.99988555908,2359.99989509583,1659.9999666214,1350.00002384186,1519.99998092651,1549.99995231628,1659.9999666214
Myanmar [Burma],21.913965,95.956223,MM,4080.0,4020.0,4280.0,4810.0,5650.0,6940.0,7310.0,7250.0,7910.0,8710.0,9440.0,8350.0,8300.00019073486,10489.9997711182,10149.9996185303,10720.0002670288,9970.00026702881,10390.0003433228,7900.00009536743,7489.99977111816,8130.00011444092,8689.9995803833,11960.000038147,13600.0003814697,17040.0009155273,19040.0009155273,21860.0006103516,32500.0,32939.998626709,36720.0012207031
Montenegro,42.708678,19.37439,ME,1920.0,1360.0,1480.0,1290.0,1260.0,1330.0,1550.0,1670.0,1760.0,1210.0,1520.0,1670.0,1769.99998092651,1889.99998569489,2039.99996185303,2000.0,2180.0000667572,2099.99990463257,2690.00005722046,1750.0,2579.99992370605,2539.99996185303,2329.99992370605,2269.99998092651,2220.00002861023,2359.99989509583,2150.00009536743,2269.99998092651,2500.0,2599.99990463257
Mongolia,46.862496,103.846656,MN,12970.0,14760.0,12860.0,11850.0,10320.0,10280.0,8690.0,8520.0,8550.0,8610.0,9000.0,8970.0,9600.00038146973,9310.0004196167,9560.0004196167,11060.0004196167,12420.0000762939,13020.0004577637,12970.0002670288,13640.0003433228,14310.0004196167,15729.9995422363,17139.9993896484,18379.9991607666,18120.0008392334,17299.9992370605,18170.0000762939,19579.9999237061,21549.9992370605,23069.9996948242
Northern Mariana Islands,17.33083,145.38469,MP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,-18.665695,35.529562,MZ,1120.0,940.0,1100.0,1290.0,1100.0,1170.0,1160.0,1290.0,1240.0,1230.0,1430.0,1410.0,1570.00005245209,1899.99997615814,1909.9999666214,1710.00003814697,1860.00001430511,2230.00001907349,2240.00000953674,2490.00000953674,2680.0000667572,3349.99990463257,3680.0000667572,4199.99980926514,4860.0001335144,5519.99998092651,7280.00020980835,7210.00003814697,6949.99980926514,7500.0
